Recency,Frequency,Monetary,Cluster,Segment
22,2,618.09,1,Regular Customers
263,1,517.55,2,At-Risk Customers
60,3,709.38,1,Regular Customers
19,3,635.41,1,Regular Customers
66,2,725.18,1,Regular Customers
88,1,620.4,1,Regular Customers
250,1,535.34,2,At-Risk Customers
3,6,2424.94,0,High Value Customers
247,1,175.2,2,At-Risk Customers
157,3,734.13,2,At-Risk Customers
134,1,375.0,2,At-Risk Customers
296,1,76.32000000000001,2,At-Risk Customers
5,2,280.52,1,Regular Customers
43,5,2053.02,0,High Value Customers
269,1,1829.04,2,At-Risk Customers
50,5,1824.23,0,High Value Customers
16,3,656.69,1,Regular Customers
282,1,348.2,2,At-Risk Customers
65,2,1025.44,1,Regular Customers
252,1,37.4,2,At-Risk Customers
232,2,856.6,2,At-Risk Customers
17,3,822.48,1,Regular Customers
8,4,1822.97,0,High Value Customers
51,6,1885.05,0,High Value Customers
59,1,73.2,1,Regular Customers
95,5,1140.21,0,High Value Customers
16,6,1418.32,0,High Value Customers
126,3,1009.5500000000001,1,Regular Customers
94,4,1037.59,1,Regular Customers
50,1,331.95,1,Regular Customers
138,1,197.9,2,At-Risk Customers
61,1,215.83,1,Regular Customers
73,1,305.54,1,Regular Customers
67,1,338.71000000000004,1,Regular Customers
64,6,1158.79,0,High Value Customers
17,2,529.41,1,Regular Customers
45,4,981.86,1,Regular Customers
16,2,215.48,1,Regular Customers
40,1,215.08,1,Regular Customers
237,1,314.45,2,At-Risk Customers
75,1,400.68100000000004,1,Regular Customers
4,2,1080.6200000000001,1,Regular Customers
3,4,1863.47,0,High Value Customers
59,4,592.9,1,Regular Customers
23,1,405.71,1,Regular Customers
31,4,761.38,1,Regular Customers
55,4,537.0600000000001,1,Regular Customers
25,1,394.38,1,Regular Customers
45,2,664.26,1,Regular Customers
89,5,2262.62,0,High Value Customers
89,1,547.02,1,Regular Customers
19,2,690.34,1,Regular Customers
79,1,159.0,1,Regular Customers
171,3,1062.75,2,At-Risk Customers
81,1,242.35,1,Regular Customers
267,1,914.9300000000001,2,At-Risk Customers
235,2,304.25,2,At-Risk Customers
37,3,864.86,1,Regular Customers
318,1,846.72,2,At-Risk Customers
57,4,1295.3,0,High Value Customers
45,5,1096.32,0,High Value Customers
203,3,255.12,2,At-Risk Customers
225,1,314.22,2,At-Risk Customers
87,2,1010.6,1,Regular Customers
190,2,542.03,2,At-Risk Customers
44,4,990.88,1,Regular Customers
71,3,536.6800000000001,1,Regular Customers
41,5,867.31,0,High Value Customers
78,1,432.2,1,Regular Customers
57,2,414.2,1,Regular Customers
34,2,409.1,1,Regular Customers
212,2,1522.75,2,At-Risk Customers
24,3,1413.66,1,Regular Customers
170,1,114.56,2,At-Risk Customers
62,1,152.94,1,Regular Customers
53,5,1800.07,0,High Value Customers
261,2,389.44,2,At-Risk Customers
17,8,2619.91,0,High Value Customers
267,1,752.4300000000001,2,At-Risk Customers
177,1,46.95,2,At-Risk Customers
51,1,1035.45,1,Regular Customers
17,4,746.83,1,Regular Customers
74,7,861.89,0,High Value Customers
71,2,667.65,1,Regular Customers
3,5,1429.24,0,High Value Customers
117,1,411.7,1,Regular Customers
197,1,559.87,2,At-Risk Customers
177,1,810.6000000000001,2,At-Risk Customers
100,1,566.38,1,Regular Customers
21,3,1509.58,0,High Value Customers
72,1,2062.06,1,Regular Customers
6,5,1570.81,0,High Value Customers
31,2,823.97,1,Regular Customers
170,1,142.5,2,At-Risk Customers
122,1,302.25,1,Regular Customers
22,10,2248.9900000000002,0,High Value Customers
10,4,1328.55,0,High Value Customers
269,1,301.9,2,At-Risk Customers
23,3,598.2,1,Regular Customers
127,1,233.22,1,Regular Customers
139,1,361.21999999999997,2,At-Risk Customers
214,6,632.27,2,At-Risk Customers
38,4,2560.0,0,High Value Customers
106,2,706.57,1,Regular Customers
18,2,616.26,1,Regular Customers
3,2,274.15000000000003,1,Regular Customers
64,8,2938.91,0,High Value Customers
120,3,1341.65,1,Regular Customers
35,1,328.15,1,Regular Customers
218,1,404.40000000000003,2,At-Risk Customers
172,2,1038.46,2,At-Risk Customers
72,5,373.65000000000003,1,Regular Customers
1,2,326.75,1,Regular Customers
196,1,207.50000000000003,2,At-Risk Customers
128,3,428.68,1,Regular Customers
47,3,594.24,1,Regular Customers
18,3,251.91,1,Regular Customers
28,7,1593.2,0,High Value Customers
37,1,151.05,1,Regular Customers
157,1,214.79999999999998,2,At-Risk Customers
284,1,109.95,2,At-Risk Customers
107,1,549.07,1,Regular Customers
25,4,1971.87,0,High Value Customers
75,4,322.41,1,Regular Customers
16,2,370.47999999999996,1,Regular Customers
158,1,101.10000000000001,2,At-Risk Customers
44,1,575.41,1,Regular Customers
11,2,887.65,1,Regular Customers
32,7,1469.45,0,High Value Customers
291,1,53.5,2,At-Risk Customers
21,4,1116.47,1,Regular Customers
18,2,494.44,1,Regular Customers
63,2,395.8,1,Regular Customers
198,3,211.77,2,At-Risk Customers
33,3,658.88,1,Regular Customers
1,4,2027.5,0,High Value Customers
7,9,1750.92,0,High Value Customers
10,4,896.66,1,Regular Customers
32,5,734.77,1,Regular Customers
53,1,109.36000000000001,1,Regular Customers
12,2,707.04,1,Regular Customers
18,9,1540.42,0,High Value Customers
19,1,327.3,1,Regular Customers
37,2,804.49,1,Regular Customers
2,2,497.43,1,Regular Customers
18,3,1553.66,0,High Value Customers
82,4,1320.56,0,High Value Customers
33,2,367.93,1,Regular Customers
66,2,473.03000000000003,1,Regular Customers
9,2,987.01,1,Regular Customers
267,1,676.2,2,At-Risk Customers
247,3,362.95,2,At-Risk Customers
4,4,2157.4,0,High Value Customers
61,1,1780.59,1,Regular Customers
75,2,668.36,1,Regular Customers
90,2,584.5,1,Regular Customers
60,3,555.89,1,Regular Customers
29,2,317.2,1,Regular Customers
323,1,94.36,2,At-Risk Customers
53,4,1382.07,0,High Value Customers
270,1,221.19,2,At-Risk Customers
57,5,1555.34,0,High Value Customers
61,5,1486.9,0,High Value Customers
154,2,1705.8,1,Regular Customers
19,2,408.57,1,Regular Customers
95,1,303.93,1,Regular Customers
265,2,299.6,2,At-Risk Customers
312,1,177.5,2,At-Risk Customers
70,1,443.05,1,Regular Customers
302,2,167.25,2,At-Risk Customers
19,1,163.07,1,Regular Customers
13,10,2126.93,0,High Value Customers
36,5,2028.88,0,High Value Customers
19,2,214.65,1,Regular Customers
54,1,151.83,1,Regular Customers
57,1,262.2,1,Regular Customers
22,2,126.25,1,Regular Customers
44,1,210.35,1,Regular Customers
27,3,1051.4,1,Regular Customers
45,3,675.27,1,Regular Customers
113,6,972.23,0,High Value Customers
25,1,346.12,1,Regular Customers
191,1,133.56,2,At-Risk Customers
302,1,302.7,2,At-Risk Customers
2,10,1908.25,0,High Value Customers
263,2,241.06,2,At-Risk Customers
106,1,284.55,1,Regular Customers
57,1,300.85,1,Regular Customers
213,3,642.81,2,At-Risk Customers
64,1,287.4,1,Regular Customers
28,1,184.26,1,Regular Customers
29,7,1522.25,0,High Value Customers
6,5,798.35,1,Regular Customers
67,2,381.2,1,Regular Customers
2,3,616.79,1,Regular Customers
46,4,654.67,1,Regular Customers
34,1,230.51,1,Regular Customers
136,1,259.01,2,At-Risk Customers
198,1,188.89000000000001,2,At-Risk Customers
198,2,707.69,2,At-Risk Customers
150,1,311.92,2,At-Risk Customers
88,1,266.97,1,Regular Customers
45,2,6.9,1,Regular Customers
64,7,1841.18,0,High Value Customers
99,5,2158.37,0,High Value Customers
218,1,208.36,2,At-Risk Customers
28,3,814.72,1,Regular Customers
178,1,151.42,2,At-Risk Customers
74,3,136.0,1,Regular Customers
21,4,1422.4,0,High Value Customers
20,3,1314.68,1,Regular Customers
34,7,1603.46,0,High Value Customers
74,1,74.9,1,Regular Customers
24,4,650.43,1,Regular Customers
52,4,762.39,1,Regular Customers
275,1,223.95000000000002,2,At-Risk Customers
165,3,316.11,2,At-Risk Customers
7,7,1871.5,0,High Value Customers
88,4,544.3,1,Regular Customers
64,7,2494.46,0,High Value Customers
25,3,331.0,1,Regular Customers
10,2,300.83,1,Regular Customers
76,1,769.29,1,Regular Customers
16,1,220.62,1,Regular Customers
192,1,139.35,2,At-Risk Customers
174,2,404.3,2,At-Risk Customers
77,1,363.65,1,Regular Customers
33,3,498.8,1,Regular Customers
47,1,731.5,1,Regular Customers
80,4,1351.63,0,High Value Customers
297,1,826.53,2,At-Risk Customers
3,3,684.41,1,Regular Customers
9,3,1599.52,0,High Value Customers
50,6,2965.69,0,High Value Customers
161,2,100.97,2,At-Risk Customers
5,6,400.86,1,Regular Customers
107,4,1431.93,0,High Value Customers
25,1,484.38,1,Regular Customers
32,1,777.6,1,Regular Customers
20,2,90.30000000000001,1,Regular Customers
297,1,363.7,2,At-Risk Customers
22,3,950.26,1,Regular Customers
5,4,874.59,1,Regular Customers
52,5,1627.13,0,High Value Customers
30,1,101.69999999999999,1,Regular Customers
277,1,162.7,2,At-Risk Customers
61,2,484.32,1,Regular Customers
25,2,215.07999999999998,1,Regular Customers
186,3,1046.57,2,At-Risk Customers
172,1,290.36,2,At-Risk Customers
81,1,228.06,1,Regular Customers
4,1,244.41,1,Regular Customers
190,1,455.25,2,At-Risk Customers
22,7,1244.59,0,High Value Customers
19,3,1095.56,1,Regular Customers
5,1,593.75,1,Regular Customers
110,1,548.97,1,Regular Customers
3,4,1388.81,0,High Value Customers
54,1,119.62,1,Regular Customers
165,1,339.3,2,At-Risk Customers
291,2,787.15,2,At-Risk Customers
109,5,2298.97,0,High Value Customers
96,3,922.12,1,Regular Customers
243,2,379.73,2,At-Risk Customers
42,3,837.1,1,Regular Customers
35,2,285.89,1,Regular Customers
24,2,281.85,1,Regular Customers
27,2,841.41,1,Regular Customers
6,2,511.12,1,Regular Customers
54,1,1077.74,1,Regular Customers
15,5,614.66,1,Regular Customers
194,2,865.6,2,At-Risk Customers
3,1,124.2,1,Regular Customers
27,3,1421.69,1,Regular Customers
127,3,1009.6,1,Regular Customers
85,2,663.61,1,Regular Customers
71,1,451.44,1,Regular Customers
183,1,105.84,2,At-Risk Customers
113,1,313.62,1,Regular Customers
80,2,936.08,1,Regular Customers
249,1,463.95,2,At-Risk Customers
232,1,225.15,2,At-Risk Customers
71,3,459.24,1,Regular Customers
69,1,213.5,1,Regular Customers
51,3,330.03,1,Regular Customers
75,1,181.09,1,Regular Customers
61,1,360.16,1,Regular Customers
16,2,250.15,1,Regular Customers
4,1,90.04,1,Regular Customers
286,1,145.04999999999998,2,At-Risk Customers
4,6,813.52,0,High Value Customers
41,1,244.79999999999998,1,Regular Customers
36,1,528.08,1,Regular Customers
75,2,482.47,1,Regular Customers
219,1,75.66,2,At-Risk Customers
186,1,129.49,2,At-Risk Customers
33,4,1187.66,0,High Value Customers
70,1,618.59,1,Regular Customers
183,1,506.19,2,At-Risk Customers
15,2,500.42,1,Regular Customers
236,1,151.85,2,At-Risk Customers
31,5,2647.59,0,High Value Customers
264,1,226.21,2,At-Risk Customers
4,2,178.96,1,Regular Customers
52,4,813.48,1,Regular Customers
246,1,129.45,2,At-Risk Customers
81,2,810.5699999999999,1,Regular Customers
275,1,333.08,2,At-Risk Customers
79,1,322.8,1,Regular Customers
30,5,2188.05,0,High Value Customers
74,2,417.73,1,Regular Customers
17,6,2883.1,0,High Value Customers
223,2,217.9,2,At-Risk Customers
32,4,1154.47,0,High Value Customers
23,10,1680.72,0,High Value Customers
31,3,1257.51,1,Regular Customers
106,1,231.10000000000002,1,Regular Customers
5,2,688.33,1,Regular Customers
246,1,487.51,2,At-Risk Customers
178,2,833.78,2,At-Risk Customers
170,2,214.06,2,At-Risk Customers
43,1,290.65999999999997,1,Regular Customers
72,1,518.42,1,Regular Customers
16,2,1212.66,1,Regular Customers
141,4,601.27,1,Regular Customers
10,4,933.62,1,Regular Customers
189,1,39.12,2,At-Risk Customers
16,4,1267.6499999999999,0,High Value Customers
19,1,118.98,1,Regular Customers
68,2,570.13,1,Regular Customers
15,6,306.71999999999997,1,Regular Customers
24,3,1374.8700000000001,1,Regular Customers
28,3,1692.27,0,High Value Customers
55,2,319.61,1,Regular Customers
34,4,1592.1200000000001,0,High Value Customers
43,1,183.7,1,Regular Customers
73,6,1770.34,0,High Value Customers
5,5,1028.0,0,High Value Customers
61,2,324.24,1,Regular Customers
1,4,1260.86,0,High Value Customers
76,2,422.59999999999997,1,Regular Customers
72,2,225.57999999999998,1,Regular Customers
256,2,1276.0,2,At-Risk Customers
69,2,482.01,1,Regular Customers
135,4,657.9000000000001,1,Regular Customers
241,1,112.75,2,At-Risk Customers
227,2,1998.0,2,At-Risk Customers
37,3,531.35,1,Regular Customers
46,1,656.63,1,Regular Customers
85,5,3029.87,0,High Value Customers
19,10,2483.04,0,High Value Customers
3,5,1651.03,0,High Value Customers
219,3,1161.53,2,At-Risk Customers
78,1,301.71999999999997,1,Regular Customers
267,2,901.2,2,At-Risk Customers
15,7,1790.42,0,High Value Customers
26,1,155.24,1,Regular Customers
262,1,292.47,2,At-Risk Customers
91,2,589.15,1,Regular Customers
302,7,781.02,2,At-Risk Customers
26,5,1382.02,0,High Value Customers
46,4,1054.67,1,Regular Customers
52,3,743.11,1,Regular Customers
32,1,603.75,1,Regular Customers
52,3,650.51,1,Regular Customers
79,5,2300.56,0,High Value Customers
53,1,417.59999999999997,1,Regular Customers
298,1,3.75,2,At-Risk Customers
177,1,323.0,2,At-Risk Customers
47,1,464.9,1,Regular Customers
29,7,2238.09,0,High Value Customers
11,7,1304.76,0,High Value Customers
38,2,836.06,1,Regular Customers
18,5,1515.9,0,High Value Customers
45,5,623.93,1,Regular Customers
31,1,1764.72,1,Regular Customers
58,1,223.92000000000002,1,Regular Customers
114,3,1496.83,1,Regular Customers
215,1,239.4,2,At-Risk Customers
319,1,106.83000000000001,2,At-Risk Customers
65,1,369.34000000000003,1,Regular Customers
8,3,789.79,1,Regular Customers
97,1,316.62,1,Regular Customers
20,3,1501.38,0,High Value Customers
199,1,611.85,2,At-Risk Customers
294,1,34.0,2,At-Risk Customers
273,2,1145.6,2,At-Risk Customers
48,3,478.09000000000003,1,Regular Customers
260,1,380.39,2,At-Risk Customers
58,5,770.1,1,Regular Customers
33,5,2246.81,0,High Value Customers
57,1,171.59,1,Regular Customers
68,4,661.52,1,Regular Customers
10,11,1695.66,0,High Value Customers
60,1,388.28,1,Regular Customers
80,2,226.35,1,Regular Customers
74,2,245.94,1,Regular Customers
100,2,425.19,1,Regular Customers
20,1,107.6,1,Regular Customers
123,2,597.48,1,Regular Customers
8,1,80.8,1,Regular Customers
4,6,1545.6200000000001,0,High Value Customers
29,7,1721.78,0,High Value Customers
282,2,110.38000000000001,2,At-Risk Customers
57,1,243.84,1,Regular Customers
1,10,1222.71,0,High Value Customers
89,1,305.62,1,Regular Customers
11,1,1201.49,1,Regular Customers
163,4,1619.73,0,High Value Customers
65,1,332.3,1,Regular Customers
23,3,536.99,1,Regular Customers
174,2,460.59,2,At-Risk Customers
103,4,801.49,1,Regular Customers
143,3,1121.59,1,Regular Customers
99,2,288.42,1,Regular Customers
23,5,914.69,0,High Value Customers
192,1,309.54,2,At-Risk Customers
5,2,547.07,1,Regular Customers
8,10,1692.98,0,High Value Customers
103,4,417.06,1,Regular Customers
3,9,1604.75,0,High Value Customers
96,1,497.61,1,Regular Customers
227,1,358.38,2,At-Risk Customers
16,2,460.64,1,Regular Customers
39,2,775.1800000000001,1,Regular Customers
51,1,341.7,1,Regular Customers
93,2,128.5,1,Regular Customers
157,1,197.22,2,At-Risk Customers
39,1,325.91,1,Regular Customers
184,3,199.15,2,At-Risk Customers
1,4,1106.53,1,Regular Customers
228,1,413.46,2,At-Risk Customers
128,2,180.85,1,Regular Customers
40,2,251.87,1,Regular Customers
197,2,588.85,2,At-Risk Customers
37,6,1869.82,0,High Value Customers
101,3,1264.19,1,Regular Customers
50,1,214.32,1,Regular Customers
43,1,193.44,1,Regular Customers
53,1,281.42,1,Regular Customers
187,1,124.57,2,At-Risk Customers
4,3,342.45,1,Regular Customers
10,2,144.91000000000003,1,Regular Customers
24,2,328.4,1,Regular Customers
15,1,35.400000000000006,1,Regular Customers
145,2,747.81,2,At-Risk Customers
60,2,173.76,1,Regular Customers
31,2,502.8,1,Regular Customers
141,3,207.73999999999998,1,Regular Customers
23,4,825.42,1,Regular Customers
22,6,2812.34,0,High Value Customers
77,3,680.02,1,Regular Customers
67,5,2095.53,0,High Value Customers
12,6,853.72,0,High Value Customers
84,1,13.3,1,Regular Customers
31,7,1519.08,0,High Value Customers
67,1,432.0,1,Regular Customers
67,3,705.12,1,Regular Customers
187,2,276.73,2,At-Risk Customers
38,2,429.84000000000003,1,Regular Customers
15,3,471.51,1,Regular Customers
35,1,194.88,1,Regular Customers
195,3,1578.67,2,At-Risk Customers
2,5,809.7,0,High Value Customers
1,5,525.54,1,Regular Customers
65,1,219.14,1,Regular Customers
299,2,289.78,2,At-Risk Customers
26,3,508.81,1,Regular Customers
8,6,1281.56,0,High Value Customers
17,3,887.11,1,Regular Customers
116,1,1706.88,1,Regular Customers
29,1,373.24,1,Regular Customers
82,4,579.77,1,Regular Customers
29,5,981.65,0,High Value Customers
72,1,379.14,1,Regular Customers
4,8,1510.06,0,High Value Customers
29,11,2575.38,0,High Value Customers
290,1,113.44,2,At-Risk Customers
36,1,208.46,1,Regular Customers
9,6,621.6800000000001,0,High Value Customers
24,2,576.26,1,Regular Customers
277,1,391.52,2,At-Risk Customers
50,6,1068.82,0,High Value Customers
156,11,2596.45,0,High Value Customers
61,1,169.79,1,Regular Customers
21,3,846.75,1,Regular Customers
116,3,543.05,1,Regular Customers
4,7,1295.39,0,High Value Customers
26,3,380.55,1,Regular Customers
53,1,161.94,1,Regular Customers
1,2,563.23,1,Regular Customers
55,2,950.9300000000001,1,Regular Customers
26,1,262.68,1,Regular Customers
9,4,2736.38,0,High Value Customers
13,9,1920.59,0,High Value Customers
212,3,816.73,2,At-Risk Customers
236,1,406.48,2,At-Risk Customers
139,3,435.02,1,Regular Customers
4,6,1286.27,0,High Value Customers
57,3,1178.56,1,Regular Customers
135,3,1277.75,1,Regular Customers
109,2,167.61,1,Regular Customers
30,1,20.8,1,Regular Customers
1,9,2085.08,0,High Value Customers
185,4,518.67,2,At-Risk Customers
18,1,308.74,1,Regular Customers
239,2,416.64,2,At-Risk Customers
87,1,117.35000000000001,1,Regular Customers
39,3,507.05,1,Regular Customers
116,1,234.17,1,Regular Customers
187,1,110.55000000000001,2,At-Risk Customers
227,1,201.19,2,At-Risk Customers
8,7,2154.97,0,High Value Customers
189,1,319.02,2,At-Risk Customers
4,2,439.43,1,Regular Customers
39,3,650.41,1,Regular Customers
38,1,357.21,1,Regular Customers
267,1,251.51999999999998,2,At-Risk Customers
78,1,344.33,1,Regular Customers
4,6,1852.0,0,High Value Customers
255,2,1078.96,2,At-Risk Customers
61,1,384.06,1,Regular Customers
13,7,1931.25,0,High Value Customers
30,2,1873.2,0,High Value Customers
3,7,1625.05,0,High Value Customers
5,1,126.12,1,Regular Customers
7,6,1133.25,0,High Value Customers
219,1,179.0,2,At-Risk Customers
11,5,1614.31,0,High Value Customers
30,6,1456.96,0,High Value Customers
288,3,702.0,2,At-Risk Customers
150,4,295.0,2,At-Risk Customers
23,2,484.82,1,Regular Customers
86,3,1493.73,1,Regular Customers
46,2,1412.94,1,Regular Customers
5,4,781.78,1,Regular Customers
51,6,889.9300000000001,0,High Value Customers
18,1,195.36,1,Regular Customers
30,1,270.9,1,Regular Customers
8,3,586.33,1,Regular Customers
29,3,1842.56,0,High Value Customers
41,2,920.1,1,Regular Customers
11,4,1272.61,0,High Value Customers
31,1,71.0,1,Regular Customers
45,3,95.85,1,Regular Customers
61,3,357.77,1,Regular Customers
185,2,154.82999999999998,2,At-Risk Customers
79,6,890.29,0,High Value Customers
111,2,716.0,1,Regular Customers
64,1,146.87,1,Regular Customers
12,2,380.35,1,Regular Customers
86,3,1030.14,1,Regular Customers
16,3,745.52,1,Regular Customers
246,2,433.53000000000003,2,At-Risk Customers
88,1,1267.32,1,Regular Customers
30,1,112.4,1,Regular Customers
138,1,449.73,2,At-Risk Customers
27,3,1081.57,1,Regular Customers
3,5,1044.3799999999999,0,High Value Customers
32,4,1735.18,0,High Value Customers
25,1,948.48,1,Regular Customers
113,3,339.44,1,Regular Customers
157,1,642.02,2,At-Risk Customers
85,3,1100.9,1,Regular Customers
118,3,925.35,1,Regular Customers
194,1,247.14000000000001,2,At-Risk Customers
28,1,413.75,1,Regular Customers
131,1,498.48,1,Regular Customers
28,5,1356.33,0,High Value Customers
82,3,1179.89,1,Regular Customers
266,1,234.24,2,At-Risk Customers
314,4,538.37,2,At-Risk Customers
21,7,1461.14,0,High Value Customers
59,3,859.35,1,Regular Customers
28,9,2709.7000000000003,0,High Value Customers
114,1,312.14,1,Regular Customers
28,9,2429.03,0,High Value Customers
18,4,1446.09,0,High Value Customers
18,4,834.12,1,Regular Customers
36,3,841.0799999999999,1,Regular Customers
36,2,378.2,1,Regular Customers
78,1,118.80000000000001,1,Regular Customers
22,2,287.62,1,Regular Customers
25,2,290.16,1,Regular Customers
33,2,2003.85,0,High Value Customers
109,3,1405.78,1,Regular Customers
35,2,2949.75,0,High Value Customers
123,5,1566.65,0,High Value Customers
7,6,2050.08,0,High Value Customers
28,4,1991.01,0,High Value Customers
4,7,2043.95,0,High Value Customers
50,4,1777.78,0,High Value Customers
322,1,302.0,2,At-Risk Customers
23,3,1324.16,1,Regular Customers
15,4,1022.13,1,Regular Customers
2,8,954.42,0,High Value Customers
18,2,971.74,1,Regular Customers
10,4,1621.73,0,High Value Customers
262,1,25.5,2,At-Risk Customers
159,2,665.78,2,At-Risk Customers
29,6,885.04,0,High Value Customers
165,1,163.29999999999998,2,At-Risk Customers
47,1,248.61,1,Regular Customers
6,8,808.62,0,High Value Customers
8,3,837.5,1,Regular Customers
288,1,116.19999999999999,2,At-Risk Customers
318,1,157.02,2,At-Risk Customers
3,2,606.91,1,Regular Customers
233,1,307.46,2,At-Risk Customers
119,1,138.32,1,Regular Customers
162,1,345.29999999999995,2,At-Risk Customers
185,1,298.89,2,At-Risk Customers
50,1,259.35,1,Regular Customers
152,5,1004.75,0,High Value Customers
5,5,2463.17,0,High Value Customers
107,2,425.0,1,Regular Customers
16,7,1139.73,0,High Value Customers
276,1,380.5,2,At-Risk Customers
247,1,465.32,2,At-Risk Customers
239,1,579.0,2,At-Risk Customers
1,2,984.57,1,Regular Customers
106,3,749.78,1,Regular Customers
23,4,1714.59,0,High Value Customers
52,1,124.88,1,Regular Customers
195,3,1689.5,2,At-Risk Customers
24,1,213.78,1,Regular Customers
75,1,329.34,1,Regular Customers
18,2,251.70000000000002,1,Regular Customers
8,2,319.0,1,Regular Customers
32,3,1266.97,1,Regular Customers
22,3,1538.88,0,High Value Customers
29,10,1715.46,0,High Value Customers
22,2,293.1,1,Regular Customers
33,7,2467.35,0,High Value Customers
284,1,158.68,2,At-Risk Customers
39,2,206.34,1,Regular Customers
58,2,835.78,1,Regular Customers
289,1,224.91,2,At-Risk Customers
79,1,317.76,1,Regular Customers
218,1,59.9,2,At-Risk Customers
44,4,1443.69,0,High Value Customers
202,1,306.13,2,At-Risk Customers
178,3,711.79,2,At-Risk Customers
56,4,796.03,1,Regular Customers
57,2,239.92000000000002,1,Regular Customers
47,2,144.0,1,Regular Customers
227,1,203.95,2,At-Risk Customers
11,7,2474.23,0,High Value Customers
106,2,384.40000000000003,1,Regular Customers
59,2,444.74,1,Regular Customers
28,7,2095.13,0,High Value Customers
36,7,1699.3000000000002,0,High Value Customers
274,2,262.62,2,At-Risk Customers
30,1,1013.01,1,Regular Customers
24,3,692.22,1,Regular Customers
54,1,342.63,1,Regular Customers
175,4,1564.56,0,High Value Customers
54,1,384.08,1,Regular Customers
53,1,204.24,1,Regular Customers
27,8,2317.2200000000003,0,High Value Customers
253,1,226.85,2,At-Risk Customers
40,7,2781.23,0,High Value Customers
60,6,1069.1200000000001,0,High Value Customers
234,1,113.5,2,At-Risk Customers
4,10,1960.72,0,High Value Customers
32,1,114.23,1,Regular Customers
7,2,335.13,1,Regular Customers
65,1,354.15,1,Regular Customers
310,2,426.79,2,At-Risk Customers
309,1,393.49,2,At-Risk Customers
19,6,939.32,0,High Value Customers
16,8,1906.09,0,High Value Customers
96,2,318.76,1,Regular Customers
3,2,421.52,1,Regular Customers
35,1,190.88,1,Regular Customers
183,1,149.89000000000001,2,At-Risk Customers
25,2,550.06,1,Regular Customers
13,6,916.13,0,High Value Customers
11,2,314.69,1,Regular Customers
313,1,382.5,2,At-Risk Customers
108,2,1135.04,1,Regular Customers
53,1,954.9,1,Regular Customers
205,1,171.45,2,At-Risk Customers
15,1,282.19,1,Regular Customers
120,1,318.65,1,Regular Customers
4,2,384.52,1,Regular Customers
117,2,353.86,1,Regular Customers
18,1,178.26,1,Regular Customers
5,2,272.44,1,Regular Customers
41,2,298.41,1,Regular Customers
107,2,240.0,1,Regular Customers
148,2,603.37,2,At-Risk Customers
52,5,1253.3600000000001,0,High Value Customers
208,1,63.440000000000005,2,At-Risk Customers
139,2,562.9,1,Regular Customers
2,3,310.64,1,Regular Customers
127,2,317.62,1,Regular Customers
108,4,763.64,1,Regular Customers
42,4,2148.63,0,High Value Customers
35,1,111.97999999999999,1,Regular Customers
228,2,1065.3500000000001,2,At-Risk Customers
241,1,246.04,2,At-Risk Customers
58,1,187.82999999999998,1,Regular Customers
130,3,1703.41,0,High Value Customers
60,6,1652.58,0,High Value Customers
22,1,153.92,1,Regular Customers
26,7,1064.11,0,High Value Customers
9,7,1419.73,0,High Value Customers
32,3,944.41,1,Regular Customers
4,2,525.24,1,Regular Customers
308,1,550.8000000000001,2,At-Risk Customers
8,9,1875.1100000000001,0,High Value Customers
29,3,556.95,1,Regular Customers
17,1,131.78,1,Regular Customers
101,2,498.42,1,Regular Customers
12,4,669.11,1,Regular Customers
21,1,197.63,1,Regular Customers
15,5,1135.63,0,High Value Customers
95,1,82.75,1,Regular Customers
78,2,1384.85,1,Regular Customers
139,3,644.3,1,Regular Customers
31,1,2328.84,0,High Value Customers
25,8,2527.92,0,High Value Customers
46,3,2600.34,0,High Value Customers
100,3,1200.6200000000001,1,Regular Customers
8,2,700.86,1,Regular Customers
15,7,921.07,0,High Value Customers
18,4,990.23,1,Regular Customers
280,1,96.8,2,At-Risk Customers
14,2,523.11,1,Regular Customers
23,2,363.9,1,Regular Customers
124,1,175.2,1,Regular Customers
86,1,494.25,1,Regular Customers
302,2,307.02,2,At-Risk Customers
151,4,2027.8700000000001,0,High Value Customers
94,2,243.36,1,Regular Customers
157,3,781.36,2,At-Risk Customers
46,1,160.57,1,Regular Customers
15,4,537.74,1,Regular Customers
86,1,228.96,1,Regular Customers
15,5,1159.52,0,High Value Customers
179,1,110.75,2,At-Risk Customers
8,4,1286.07,0,High Value Customers
36,3,587.15,1,Regular Customers
129,2,1740.0,1,Regular Customers
51,1,1393.06,1,Regular Customers
312,1,178.22,2,At-Risk Customers
24,2,388.14,1,Regular Customers
303,2,365.85,2,At-Risk Customers
11,1,127.86,1,Regular Customers
17,3,585.79,1,Regular Customers
49,3,488.2,1,Regular Customers
239,2,312.23,2,At-Risk Customers
238,1,168.4,2,At-Risk Customers
23,8,1912.67,0,High Value Customers
73,4,446.18,1,Regular Customers
17,3,423.89,1,Regular Customers
41,8,1342.68,0,High Value Customers
40,4,646.92,1,Regular Customers
219,2,495.77,2,At-Risk Customers
199,3,400.1,2,At-Risk Customers
71,2,203.2,1,Regular Customers
11,1,404.66,1,Regular Customers
65,1,65.4,1,Regular Customers
4,1,199.29,1,Regular Customers
19,2,336.4,1,Regular Customers
15,1,261.11,1,Regular Customers
8,6,2686.42,0,High Value Customers
20,2,784.11,1,Regular Customers
